model_name,scope,module,surface_name,policy,n_mean,n_std,n_min,n_max,success_rate_mean,success_rate_std,success_rate_min,success_rate_max,utility_mean,utility_std,utility_min,utility_max,intervention_rate_mean,intervention_rate_std,intervention_rate_min,intervention_rate_max,false_intervene_rate_mean,false_intervene_rate_std,false_intervene_rate_min,false_intervene_rate_max,missed_intervene_rate_mean,missed_intervene_rate_std,missed_intervene_rate_min,missed_intervene_rate_max,avg_latency_s_mean,avg_latency_s_std,avg_latency_s_min,avg_latency_s_max
Qwen/Qwen2.5-7B-Instruct,format:ifbench,format,ifbench,ALWAYS_LOCAL,106.66666666666667,6.02771377334171,101,113,0.3839420676079964,0.012386474125464621,0.37623762376237624,0.39823008849557523,0.3839420676079964,0.012386474125464621,0.37623762376237624,0.39823008849557523,1.0,0.0,1.0,1.0,0.8043051424861972,0.03147774970082407,0.7699115044247787,0.8316831683168316,0.0,0.0,0.0,0.0,3.7489901872579807,0.27111836254495364,3.437650169765132,3.9330452561544456
Qwen/Qwen2.5-7B-Instruct,format:ifbench,format,ifbench,ALWAYS_REWRITE_OR_RESTART,106.66666666666667,6.02771377334171,101,113,0.3201645260535404,0.03983861017374128,0.2743362831858407,0.3465346534653465,0.3201645260535404,0.03983861017374128,0.2743362831858407,0.3465346534653465,1.0,0.0,1.0,1.0,0.9568323003614437,0.02031111503224109,0.9433962264150944,0.9801980198019802,0.0,0.0,0.0,0.0,3.0700097681812886,0.14704023904962787,2.900243488503043,3.1572144620102085
Qwen/Qwen2.5-7B-Instruct,format:ifbench,format,ifbench,FORMAT_DOMAIN_LEARNED_GATE,106.66666666666667,6.02771377334171,101,113,0.42575662642236844,0.024151783783508206,0.39823008849557523,0.44339622641509435,0.42575662642236844,0.024151783783508206,0.39823008849557523,0.44339622641509435,0.6876049434965203,0.025442939611325464,0.672566371681416,0.7169811320754716,0.538845143489136,0.03767280943734579,0.49557522123893805,0.5643564356435643,0.0058997050147492625,0.010218588835214615,0.0,0.017699115044247787,3.2498408597737374,0.3079251945854232,2.9261858327668655,3.53915756136917
Qwen/Qwen2.5-7B-Instruct,format:ifbench,format,ifbench,FORMAT_TUNED_SIMPLE_RULE,106.66666666666667,6.02771377334171,101,113,0.4726916839287869,0.02187796305095498,0.45132743362831856,0.49504950495049505,0.4726916839287869,0.02187796305095498,0.45132743362831856,0.49504950495049505,0.7230031735850159,0.05300406380948057,0.6732673267326733,0.7787610619469026,0.527308316071213,0.021877963050954876,0.504950495049505,0.5486725663716814,0.0,0.0,0.0,0.0,3.449488311223282,0.17372029481064155,3.250602595734748,3.5715606842088596
Qwen/Qwen2.5-7B-Instruct,format:ifbench,format,ifbench,MATH_DOMAIN_LEARNED_GATE,106.66666666666667,6.02771377334171,101,113,0.32334830577731344,0.05249525118556274,0.26548672566371684,0.36792452830188677,0.32334830577731344,0.05249525118556274,0.26548672566371684,0.36792452830188677,0.7230031735850159,0.05300406380948057,0.6732673267326733,0.7787610619469026,0.6766516942226866,0.05249525118556279,0.6320754716981132,0.7345132743362832,0.0,0.0,0.0,0.0,3.155909806950232,0.10090882281087879,3.0640775244312146,3.263936450031798
Qwen/Qwen2.5-7B-Instruct,format:ifbench,format,ifbench,MATH_TUNED_SIMPLE_RULE,106.66666666666667,6.02771377334171,101,113,0.4256009504774154,0.027300325602234114,0.39823008849557523,0.4528301886792453,0.4256009504774154,0.027300325602234114,0.39823008849557523,0.4528301886792453,0.7230031735850159,0.05300406380948057,0.6732673267326733,0.7787610619469026,0.5743990495225846,0.027300325602234183,0.5471698113207547,0.6017699115044248,0.0,0.0,0.0,0.0,3.246549284615566,0.145518082294505,3.0785204848126235,3.3310677700825386
Qwen/Qwen2.5-7B-Instruct,format:ifbench,format,ifbench,NO_INTERVENTION,106.66666666666667,6.02771377334171,101,113,0.27699682641498413,0.05300406380948058,0.22123893805309736,0.32673267326732675,0.27699682641498413,0.05300406380948058,0.22123893805309736,0.32673267326732675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2143288548257063,0.03486064845457591,0.1782178217821782,0.24778761061946902,3.0853743192447136,0.12266955895040225,2.9441386043399045,3.165328949136343
Qwen/Qwen2.5-7B-Instruct,format:ifbench,format,ifbench,ORACLE_POLICY,106.66666666666667,6.02771377334171,101,113,0.4913256812406905,0.019469600285493043,0.4690265486725664,0.504950495049505,0.4913256812406905,0.019469600285493043,0.4690265486725664,0.504950495049505,0.7230031735850159,0.05300406380948057,0.6732673267326733,0.7787610619469026,0.5086743187593096,0.01946960028549307,0.49504950495049505,0.5309734513274337,0.0,0.0,0.0,0.0,3.100933952745079,0.12215752663927884,2.963456882378169,3.1970129827507727
Qwen/Qwen2.5-7B-Instruct,format:ifbench,format,ifbench,POOLED_LEARNED_GATE,106.66666666666667,6.02771377334171,101,113,0.32020365168926307,0.04863010943706153,0.26548672566371684,0.3584905660377358,0.32020365168926307,0.04863010943706153,0.26548672566371684,0.3584905660377358,0.7230031735850159,0.05300406380948057,0.6732673267326733,0.7787610619469026,0.6797963483107369,0.04863010943706154,0.6415094339622641,0.7345132743362832,0.0,0.0,0.0,0.0,3.194234289799029,0.11281385995116266,3.0640775244312146,3.263936450031798
Qwen/Qwen2.5-7B-Instruct,format:ifbench,format,ifbench,POOLED_RULE_BEST,106.66666666666667,6.02771377334171,101,113,0.45499256888453915,0.05052530315608,0.39823008849557523,0.49504950495049505,0.45499256888453915,0.05052530315608,0.39823008849557523,0.49504950495049505,0.7230031735850159,0.05300406380948057,0.6732673267326733,0.7787610619469026,0.5450074311154608,0.05052530315607999,0.504950495049505,0.6017699115044248,0.0,0.0,0.0,0.0,3.347901257518989,0.34892860423173055,2.94584143462187,3.5715606842088596
